SecurityId;SentTimestamp;ExecutedTimestamp;ExecPrice;Qty;Side;Type
FutureB;1544192189241782009;1544192189241782009;10894.000000;1.000000;BUY;Market
FutureA;1544192204961682619;1544192204961682619;10894.500000;1.000000;SELL;Market
FutureB;1544192204961682619;1544192204961682619;10894.000000;1.000000;BUY;Market
FutureB;1544192349554046933;1544192349554046933;10895.000000;1.000000;SELL;Market
FutureA;1544192349554046933;1544192349554046933;10894.500000;1.000000;BUY;Market
FutureB;1544192381233930773;1544192381233930773;10892.000000;1.000000;BUY;Market
FutureA;1544192381233930773;1544192381233930773;10892.500000;1.000000;SELL;Market
FutureB;1544192403554409986;1544192403554409986;10896.000000;1.000000;BUY;Market
FutureA;1544192403554409986;1544192403554409986;10897.000000;1.000000;SELL;Market
FutureB;1544192693567797489;1544192693567797489;10893.000000;1.000000;SELL;Market
FutureA;1544192693567797489;1544192693567797489;10892.500000;1.000000;BUY;Market
FutureB;1544192719367508774;1544192719367508774;10897.000000;1.000000;SELL;Market
FutureA;1544192719367508774;1544192719367508774;10896.500000;1.000000;BUY;Market
FutureB;1544193019414249016;1544193019414249016;10892.000000;1.000000;BUY;Market
FutureA;1544193019414249016;1544193019414249016;10892.500000;1.000000;SELL;Market
FutureB;1544193151804201262;1544193151804201262;10902.000000;1.000000;BUY;Market
FutureA;1544193151804201262;1544193151804201262;10902.500000;1.000000;SELL;Market
FutureB;1544193151804288131;1544193151804288131;10902.000000;1.000000;BUY;Market
FutureA;1544193151804288131;1544193151804288131;10902.500000;1.000000;SELL;Market
FutureA;1544193483792343791;1544193483792343791;10913.500000;1.000000;BUY;Market
FutureB;1544193483792343791;1544193483792343791;10914.000000;1.000000;SELL;Market
FutureB;1544193540480630990;1544193540480630990;10915.000000;1.000000;SELL;Market
FutureA;1544193540480630990;1544193540480630990;10914.500000;1.000000;BUY;Market
FutureB;1544193643801844030;1544193643801844030;10913.000000;1.000000;BUY;Market
FutureA;1544193643801844030;1544193643801844030;10914.000000;1.000000;SELL;Market
FutureB;1544194185061810168;1544194185061810168;10903.000000;1.000000;SELL;Market
FutureA;1544194185061810168;1544194185061810168;10902.500000;1.000000;BUY;Market
FutureB;1544194296031536323;1544194296031536323;10905.000000;1.000000;BUY;Market
